CountryCode,Country,Year,Bacteria,Resistance_target,Resistance_pct,Community_J01_DDD_per_1000,Hospital_J01_DDD_per_1000,Total_J01_DDD_per_1000
HU,Hungary,2015,Escherichia coli,Third-generation cephalosporins,16.73247778,14.686300000000001,1.0836999999999999,15.770000000000001
HU,Hungary,2015,Klebsiella pneumoniae,Third-generation cephalosporins,37.21590909,14.686300000000001,1.0836999999999999,15.770000000000001
HU,Hungary,2015,Staphylococcus aureus,Meticillin (MRSA),24.65392221,14.686300000000001,1.0836999999999999,15.770000000000001
HU,Hungary,2016,Escherichia coli,Third-generation cephalosporins,16.70847967,13.322,1.0444,14.366399999999999
HU,Hungary,2016,Klebsiella pneumoniae,Third-generation cephalosporins,37.53462603,13.322,1.0444,14.366399999999999
HU,Hungary,2016,Staphylococcus aureus,Meticillin (MRSA),25.17985611,13.322,1.0444,14.366399999999999
HU,Hungary,2017,Escherichia coli,Third-generation cephalosporins,20.11661807,13.4176,1.1038,14.5214
HU,Hungary,2017,Klebsiella pneumoniae,Third-generation cephalosporins,41.12554112,13.4176,1.1038,14.5214
HU,Hungary,2017,Staphylococcus aureus,Meticillin (MRSA),23.62707535,13.4176,1.1038,14.5214
HU,Hungary,2018,Escherichia coli,Third-generation cephalosporins,22.61603375,13.7082,1.1029,14.8111
HU,Hungary,2018,Klebsiella pneumoniae,Third-generation cephalosporins,40.21226415,13.7082,1.1029,14.8111
HU,Hungary,2018,Staphylococcus aureus,Meticillin (MRSA),23.12608948,13.7082,1.1029,14.8111
HU,Hungary,2019,Escherichia coli,Third-generation cephalosporins,20.5967675,13.257299999999999,1.1419,14.399199999999999
HU,Hungary,2019,Klebsiella pneumoniae,Third-generation cephalosporins,36.66300768,13.257299999999999,1.1419,14.399199999999999
HU,Hungary,2019,Staphylococcus aureus,Meticillin (MRSA),19.37367303,13.257299999999999,1.1419,14.399199999999999
HU,Hungary,2020,Escherichia coli,Third-generation cephalosporins,20.13251783,10.0229,1.1831,11.206
HU,Hungary,2020,Klebsiella pneumoniae,Third-generation cephalosporins,40.38461538,10.0229,1.1831,11.206
HU,Hungary,2020,Staphylococcus aureus,Meticillin (MRSA),20.95175148,10.0229,1.1831,11.206
HU,Hungary,2021,Escherichia coli,Third-generation cephalosporins,20.40485829,10.8123,1.1027,11.915000000000001
HU,Hungary,2021,Klebsiella pneumoniae,Third-generation cephalosporins,38.64864864,10.8123,1.1027,11.915000000000001
HU,Hungary,2021,Staphylococcus aureus,Meticillin (MRSA),19.28783382,10.8123,1.1027,11.915000000000001
HU,Hungary,2022,Escherichia coli,Third-generation cephalosporins,22.57309941,13.342,1.0217,14.363700000000001
HU,Hungary,2022,Klebsiella pneumoniae,Third-generation cephalosporins,40.74074074,13.342,1.0217,14.363700000000001
HU,Hungary,2022,Staphylococcus aureus,Meticillin (MRSA),20.89768339,13.342,1.0217,14.363700000000001
IS,Iceland,2017,Escherichia coli,Third-generation cephalosporins,6.10328638,19.0385,1.6488,20.6873
IS,Iceland,2017,Staphylococcus aureus,Meticillin (MRSA),1.44927536,19.0385,1.6488,20.6873
IS,Iceland,2018,Escherichia coli,Third-generation cephalosporins,8.08080808,18.8319,1.5214999999999999,20.3534
IS,Iceland,2018,Staphylococcus aureus,Meticillin (MRSA),0.0,18.8319,1.5214999999999999,20.3534
IS,Iceland,2019,Escherichia coli,Third-generation cephalosporins,7.00389105,17.9515,1.3140999999999998,19.2656
IS,Iceland,2019,Klebsiella pneumoniae,Third-generation cephalosporins,4.34782608,17.9515,1.3140999999999998,19.2656
IS,Iceland,2019,Staphylococcus aureus,Meticillin (MRSA),5.78512396,17.9515,1.3140999999999998,19.2656
IS,Iceland,2020,Escherichia coli,Third-generation cephalosporins,11.02040816,15.3629,1.0918,16.4547
IS,Iceland,2020,Klebsiella pneumoniae,Third-generation cephalosporins,0.0,15.3629,1.0918,16.4547
IS,Iceland,2020,Staphylococcus aureus,Meticillin (MRSA),5.17241379,15.3629,1.0918,16.4547
IS,Iceland,2021,Escherichia coli,Third-generation cephalosporins,10.43165467,15.7252,1.0052,16.7304
IS,Iceland,2021,Klebsiella pneumoniae,Third-generation cephalosporins,3.44827586,15.7252,1.0052,16.7304
IS,Iceland,2021,Staphylococcus aureus,Meticillin (MRSA),1.05263157,15.7252,1.0052,16.7304
IS,Iceland,2022,Escherichia coli,Third-generation cephalosporins,9.78723404,17.466800000000003,1.1151,18.581900000000005
IS,Iceland,2022,Klebsiella pneumoniae,Third-generation cephalosporins,3.125,17.466800000000003,1.1151,18.581900000000005
IS,Iceland,2022,Staphylococcus aureus,Meticillin (MRSA),2.77777777,17.466800000000003,1.1151,18.581900000000005
IE,Ireland,2013,Escherichia coli,Third-generation cephalosporins,10.64516129,20.0454,1.5214,21.5668
IE,Ireland,2013,Klebsiella pneumoniae,Third-generation cephalosporins,19.30379746,20.0454,1.5214,21.5668
IE,Ireland,2013,Staphylococcus aureus,Meticillin (MRSA),19.9251637,20.0454,1.5214,21.5668
IE,Ireland,2014,Escherichia coli,Third-generation cephalosporins,10.73950204,19.5092,1.4187,20.9279
IE,Ireland,2014,Klebsiella pneumoniae,Third-generation cephalosporins,11.5819209,19.5092,1.4187,20.9279
IE,Ireland,2014,Staphylococcus aureus,Meticillin (MRSA),19.44186046,19.5092,1.4187,20.9279
IE,Ireland,2015,Escherichia coli,Third-generation cephalosporins,11.3722517,21.2688,1.6468,22.915599999999998
IE,Ireland,2015,Klebsiella pneumoniae,Third-generation cephalosporins,14.72868217,21.2688,1.6468,22.915599999999998
IE,Ireland,2015,Staphylococcus aureus,Meticillin (MRSA),18.07000946,21.2688,1.6468,22.915599999999998
IE,Ireland,2016,Escherichia coli,Third-generation cephalosporins,11.39028475,20.354699999999998,1.5941,21.9488
IE,Ireland,2016,Klebsiella pneumoniae,Third-generation cephalosporins,13.49557522,20.354699999999998,1.5941,21.9488
IE,Ireland,2016,Staphylococcus aureus,Meticillin (MRSA),14.34820647,20.354699999999998,1.5941,21.9488
IE,Ireland,2017,Escherichia coli,Third-generation cephalosporins,11.98333867,19.3242,1.5229,20.8471
IE,Ireland,2017,Klebsiella pneumoniae,Third-generation cephalosporins,14.64435146,19.3242,1.5229,20.8471
IE,Ireland,2017,Staphylococcus aureus,Meticillin (MRSA),16.31578947,19.3242,1.5229,20.8471
IE,Ireland,2018,Escherichia coli,Third-generation cephalosporins,12.88229842,20.6416,1.6964000000000001,22.338
IE,Ireland,2018,Klebsiella pneumoniae,Third-generation cephalosporins,14.49275362,20.6416,1.6964000000000001,22.338
IE,Ireland,2018,Staphylococcus aureus,Meticillin (MRSA),12.37373737,20.6416,1.6964000000000001,22.338
IE,Ireland,2019,Escherichia coli,Third-generation cephalosporins,12.07056638,21.002000000000002,1.6889000000000003,22.690900000000003
IE,Ireland,2019,Klebsiella pneumoniae,Third-generation cephalosporins,17.64705882,21.002000000000002,1.6889000000000003,22.690900000000003
IE,Ireland,2019,Staphylococcus aureus,Meticillin (MRSA),12.56544502,21.002000000000002,1.6889000000000003,22.690900000000003
IE,Ireland,2020,Escherichia coli,Third-generation cephalosporins,11.8245614,17.0875,1.4050999999999998,18.4926
IE,Ireland,2020,Klebsiella pneumoniae,Third-generation cephalosporins,18.68583162,17.0875,1.4050999999999998,18.4926
IE,Ireland,2020,Staphylococcus aureus,Meticillin (MRSA),11.62109375,17.0875,1.4050999999999998,18.4926
IE,Ireland,2021,Escherichia coli,Third-generation cephalosporins,9.95521873,16.3021,1.4289,17.730999999999998
IE,Ireland,2021,Klebsiella pneumoniae,Third-generation cephalosporins,15.5378486,16.3021,1.4289,17.730999999999998
IE,Ireland,2021,Staphylococcus aureus,Meticillin (MRSA),10.63478977,16.3021,1.4289,17.730999999999998
IE,Ireland,2022,Escherichia coli,Third-generation cephalosporins,9.67741935,21.4583,1.6091,23.067400000000003
IE,Ireland,2022,Klebsiella pneumoniae,Third-generation cephalosporins,12.57995735,21.4583,1.6091,23.067400000000003
IE,Ireland,2022,Staphylococcus aureus,Meticillin (MRSA),10.44142614,21.4583,1.6091,23.067400000000003
IT,Italy,2013,Escherichia coli,Third-generation cephalosporins,26.19047619,23.227300000000003,1.8273,25.054600000000004
IT,Italy,2013,Klebsiella pneumoniae,Third-generation cephalosporins,55.10062456,23.227300000000003,1.8273,25.054600000000004
IT,Italy,2013,Staphylococcus aureus,Meticillin (MRSA),35.83959899,23.227300000000003,1.8273,25.054600000000004
IT,Italy,2014,Escherichia coli,Third-generation cephalosporins,28.66811044,22.5321,1.8201,24.3522
IT,Italy,2014,Klebsiella pneumoniae,Third-generation cephalosporins,56.48218347,22.5321,1.8201,24.3522
IT,Italy,2014,Staphylococcus aureus,Meticillin (MRSA),33.55201499,22.5321,1.8201,24.3522
IT,Italy,2015,Escherichia coli,Third-generation cephalosporins,30.07868383,22.2941,1.83,24.1241
IT,Italy,2015,Klebsiella pneumoniae,Third-generation cephalosporins,55.87793896,22.2941,1.83,24.1241
IT,Italy,2015,Staphylococcus aureus,Meticillin (MRSA),34.1,22.2941,1.83,24.1241
IT,Italy,2016,Escherichia coli,Third-generation cephalosporins,29.77433479,21.753300000000003,1.7469,23.500200000000003
IT,Italy,2016,Klebsiella pneumoniae,Third-generation cephalosporins,55.83259127,21.753300000000003,1.7469,23.500200000000003
IT,Italy,2016,Staphylococcus aureus,Meticillin (MRSA),33.57933579,21.753300000000003,1.7469,23.500200000000003
IT,Italy,2017,Escherichia coli,Third-generation cephalosporins,29.48989684,18.942400000000003,1.8451999999999997,20.7876
IT,Italy,2017,Klebsiella pneumoniae,Third-generation cephalosporins,54.59544383,18.942400000000003,1.8451999999999997,20.7876
IT,Italy,2017,Staphylococcus aureus,Meticillin (MRSA),33.89028125,18.942400000000003,1.8451999999999997,20.7876
IT,Italy,2018,Escherichia coli,Third-generation cephalosporins,28.69624069,19.4218,1.8628,21.2846
IT,Italy,2018,Klebsiella pneumoniae,Third-generation cephalosporins,53.58367626,19.4218,1.8628,21.2846
IT,Italy,2018,Staphylococcus aureus,Meticillin (MRSA),33.98281495,19.4218,1.8628,21.2846
IT,Italy,2019,Escherichia coli,Third-generation cephalosporins,30.8653376,19.7226,1.8501999999999998,21.5728
IT,Italy,2019,Klebsiella pneumoniae,Third-generation cephalosporins,57.59189505,19.7226,1.8501999999999998,21.5728
IT,Italy,2019,Staphylococcus aureus,Meticillin (MRSA),34.31463691,19.7226,1.8501999999999998,21.5728
IT,Italy,2020,Escherichia coli,Third-generation cephalosporins,26.41066666,16.4405,1.8787,18.3192
IT,Italy,2020,Klebsiella pneumoniae,Third-generation cephalosporins,54.33333333,16.4405,1.8787,18.3192
IT,Italy,2020,Staphylococcus aureus,Meticillin (MRSA),33.54389819,16.4405,1.8787,18.3192
IT,Italy,2021,Escherichia coli,Third-generation cephalosporins,24.37776864,15.9459,1.5022,17.4481
IT,Italy,2021,Klebsiella pneumoniae,Third-generation cephalosporins,53.62936772,15.9459,1.5022,17.4481
IT,Italy,2021,Staphylococcus aureus,Meticillin (MRSA),30.54778746,15.9459,1.5022,17.4481
IT,Italy,2022,Escherichia coli,Third-generation cephalosporins,24.24384159,20.0088,1.7752,21.784
IT,Italy,2022,Klebsiella pneumoniae,Third-generation cephalosporins,53.2955229,20.0088,1.7752,21.784
IT,Italy,2022,Staphylococcus aureus,Meticillin (MRSA),29.94378424,20.0088,1.7752,21.784
LV,Latvia,2013,Escherichia coli,Third-generation cephalosporins,13.97058823,11.6571,1.895,13.5521
LV,Latvia,2013,Klebsiella pneumoniae,Third-generation cephalosporins,66.30434782,11.6571,1.895,13.5521
LV,Latvia,2013,Staphylococcus aureus,Meticillin (MRSA),6.97674418,11.6571,1.895,13.5521
LV,Latvia,2014,Escherichia coli,Third-generation cephalosporins,10.9090909,10.972999999999999,1.8857000000000002,12.858699999999999
LV,Latvia,2014,Klebsiella pneumoniae,Third-generation cephalosporins,52.88461538,10.972999999999999,1.8857000000000002,12.858699999999999
LV,Latvia,2014,Staphylococcus aureus,Meticillin (MRSA),8.18181818,10.972999999999999,1.8857000000000002,12.858699999999999
LV,Latvia,2015,Escherichia coli,Third-generation cephalosporins,17.91044776,10.6843,1.8212,12.5055
LV,Latvia,2015,Klebsiella pneumoniae,Third-generation cephalosporins,46.95652173,10.6843,1.8212,12.5055
LV,Latvia,2015,Staphylococcus aureus,Meticillin (MRSA),5.57768924,10.6843,1.8212,12.5055
LV,Latvia,2016,Escherichia coli,Third-generation cephalosporins,24.11067193,11.4726,1.7987000000000002,13.2713
LV,Latvia,2016,Klebsiella pneumoniae,Third-generation cephalosporins,47.36842105,11.4726,1.7987000000000002,13.2713
LV,Latvia,2016,Staphylococcus aureus,Meticillin (MRSA),4.22535211,11.4726,1.7987000000000002,13.2713
LV,Latvia,2017,Escherichia coli,Third-generation cephalosporins,21.95121951,12.0169,1.8402,13.857099999999999
LV,Latvia,2017,Klebsiella pneumoniae,Third-generation cephalosporins,33.62068965,12.0169,1.8402,13.857099999999999
LV,Latvia,2017,Staphylococcus aureus,Meticillin (MRSA),5.71428571,12.0169,1.8402,13.857099999999999
LV,Latvia,2018,Escherichia coli,Third-generation cephalosporins,20.40229885,11.8377,1.8714,13.7091
LV,Latvia,2018,Klebsiella pneumoniae,Third-generation cephalosporins,37.74509803,11.8377,1.8714,13.7091
LV,Latvia,2018,Staphylococcus aureus,Meticillin (MRSA),5.71428571,11.8377,1.8714,13.7091
LV,Latvia,2019,Escherichia coli,Third-generation cephalosporins,19.68325791,11.9972,1.8274,13.8246
LV,Latvia,2019,Klebsiella pneumoniae,Third-generation cephalosporins,36.86868686,11.9972,1.8274,13.8246
LV,Latvia,2019,Staphylococcus aureus,Meticillin (MRSA),7.8384798,11.9972,1.8274,13.8246
LV,Latvia,2020,Escherichia coli,Third-generation cephalosporins,24.07407407,9.9558,1.8786,11.8344
LV,Latvia,2020,Klebsiella pneumoniae,Third-generation cephalosporins,48.40425531,9.9558,1.8786,11.8344
LV,Latvia,2020,Staphylococcus aureus,Meticillin (MRSA),9.34844192,9.9558,1.8786,11.8344
LV,Latvia,2021,Escherichia coli,Third-generation cephalosporins,18.32061068,10.1466,1.4517000000000002,11.5983
LV,Latvia,2021,Klebsiella pneumoniae,Third-generation cephalosporins,35.96837944,10.1466,1.4517000000000002,11.5983
LV,Latvia,2021,Staphylococcus aureus,Meticillin (MRSA),5.25164113,10.1466,1.4517000000000002,11.5983
LV,Latvia,2022,Escherichia coli,Third-generation cephalosporins,20.04132231,13.4378,1.4945000000000002,14.9323
LV,Latvia,2022,Klebsiella pneumoniae,Third-generation cephalosporins,38.67595818,13.4378,1.4945000000000002,14.9323
LV,Latvia,2022,Staphylococcus aureus,Meticillin (MRSA),7.21247563,13.4378,1.4945000000000002,14.9323
LT,Lithuania,2013,Escherichia coli,Third-generation cephalosporins,7.60368663,14.724,1.8125999999999998,16.5366
LT,Lithuania,2013,Klebsiella pneumoniae,Third-generation cephalosporins,44.13793103,14.724,1.8125999999999998,16.5366
LT,Lithuania,2013,Staphylococcus aureus,Meticillin (MRSA),10.11235955,14.724,1.8125999999999998,16.5366
LT,Lithuania,2014,Escherichia coli,Third-generation cephalosporins,8.08080808,12.7569,1.8311000000000002,14.588000000000001
LT,Lithuania,2014,Klebsiella pneumoniae,Third-generation cephalosporins,52.59740259,12.7569,1.8311000000000002,14.588000000000001
LT,Lithuania,2014,Staphylococcus aureus,Meticillin (MRSA),7.31070496,12.7569,1.8311000000000002,14.588000000000001
LT,Lithuania,2015,Escherichia coli,Third-generation cephalosporins,16.00688468,13.2644,2.0159,15.2803
LT,Lithuania,2015,Klebsiella pneumoniae,Third-generation cephalosporins,51.68539325,13.2644,2.0159,15.2803
LT,Lithuania,2015,Staphylococcus aureus,Meticillin (MRSA),9.04255319,13.2644,2.0159,15.2803
LT,Lithuania,2016,Escherichia coli,Third-generation cephalosporins,14.71698113,13.4992,2.0660999999999996,15.5653
LT,Lithuania,2016,Klebsiella pneumoniae,Third-generation cephalosporins,56.74846625,13.4992,2.0660999999999996,15.5653
LT,Lithuania,2016,Staphylococcus aureus,Meticillin (MRSA),11.5308151,13.4992,2.0660999999999996,15.5653
LT,Lithuania,2017,Escherichia coli,Third-generation cephalosporins,16.78403755,14.086099999999998,2.1896999999999998,16.275799999999997
LT,Lithuania,2017,Klebsiella pneumoniae,Third-generation cephalosporins,63.19018404,14.086099999999998,2.1896999999999998,16.275799999999997
LT,Lithuania,2017,Staphylococcus aureus,Meticillin (MRSA),8.75486381,14.086099999999998,2.1896999999999998,16.275799999999997
LT,Lithuania,2018,Escherichia coli,Third-generation cephalosporins,15.32912533,13.8624,2.2023,16.0647
LT,Lithuania,2018,Klebsiella pneumoniae,Third-generation cephalosporins,55.79514824,13.8624,2.2023,16.0647
LT,Lithuania,2018,Staphylococcus aureus,Meticillin (MRSA),8.39363241,13.8624,2.2023,16.0647
LT,Lithuania,2019,Escherichia coli,Third-generation cephalosporins,13.86925795,13.9838,2.245,16.2288
LT,Lithuania,2019,Klebsiella pneumoniae,Third-generation cephalosporins,55.0,13.9838,2.245,16.2288
LT,Lithuania,2019,Staphylococcus aureus,Meticillin (MRSA),9.29878048,13.9838,2.245,16.2288
LT,Lithuania,2020,Escherichia coli,Third-generation cephalosporins,15.93695271,11.8703,2.2765,14.1468
LT,Lithuania,2020,Klebsiella pneumoniae,Third-generation cephalosporins,42.6150121,11.8703,2.2765,14.1468
LT,Lithuania,2020,Staphylococcus aureus,Meticillin (MRSA),9.80113636,11.8703,2.2765,14.1468
LT,Lithuania,2021,Escherichia coli,Third-generation cephalosporins,13.61665221,12.1167,1.9198,14.0365
LT,Lithuania,2021,Klebsiella pneumoniae,Third-generation cephalosporins,42.96875,12.1167,1.9198,14.0365
LT,Lithuania,2021,Staphylococcus aureus,Meticillin (MRSA),8.98123324,12.1167,1.9198,14.0365
LT,Lithuania,2022,Escherichia coli,Third-generation cephalosporins,15.43162719,16.142,2.2908,18.4328
LT,Lithuania,2022,Klebsiella pneumoniae,Third-generation cephalosporins,39.84526112,16.142,2.2908,18.4328
LT,Lithuania,2022,Staphylococcus aureus,Meticillin (MRSA),9.42028985,16.142,2.2908,18.4328
LU,Luxembourg,2013,Escherichia coli,Third-generation cephalosporins,10.63122923,23.119300000000003,1.7798999999999998,24.899200000000004
LU,Luxembourg,2013,Klebsiella pneumoniae,Third-generation cephalosporins,33.96226415,23.119300000000003,1.7798999999999998,24.899200000000004
LU,Luxembourg,2013,Staphylococcus aureus,Meticillin (MRSA),8.88888888,23.119300000000003,1.7798999999999998,24.899200000000004
LU,Luxembourg,2014,Escherichia coli,Third-generation cephalosporins,11.95652173,21.5801,1.5825,23.1626
LU,Luxembourg,2014,Klebsiella pneumoniae,Third-generation cephalosporins,34.84848484,21.5801,1.5825,23.1626
LU,Luxembourg,2014,Staphylococcus aureus,Meticillin (MRSA),12.0,21.5801,1.5825,23.1626
LU,Luxembourg,2015,Escherichia coli,Third-generation cephalosporins,12.68011527,21.829,1.5714000000000001,23.4004
LU,Luxembourg,2015,Klebsiella pneumoniae,Third-generation cephalosporins,28.33333333,21.829,1.5714000000000001,23.4004
LU,Luxembourg,2015,Staphylococcus aureus,Meticillin (MRSA),8.88888888,21.829,1.5714000000000001,23.4004
LU,Luxembourg,2016,Escherichia coli,Third-generation cephalosporins,13.63636363,21.348,1.5335999999999999,22.8816
LU,Luxembourg,2016,Klebsiella pneumoniae,Third-generation cephalosporins,35.89743589,21.348,1.5335999999999999,22.8816
LU,Luxembourg,2016,Staphylococcus aureus,Meticillin (MRSA),9.62566844,21.348,1.5335999999999999,22.8816
LU,Luxembourg,2017,Escherichia coli,Third-generation cephalosporins,9.69976905,20.853199999999998,1.5834,22.4366
LU,Luxembourg,2017,Klebsiella pneumoniae,Third-generation cephalosporins,27.27272727,20.853199999999998,1.5834,22.4366
LU,Luxembourg,2017,Staphylococcus aureus,Meticillin (MRSA),9.5,20.853199999999998,1.5834,22.4366
LU,Luxembourg,2018,Escherichia coli,Third-generation cephalosporins,12.5,20.6692,1.3639999999999999,22.0332
LU,Luxembourg,2018,Klebsiella pneumoniae,Third-generation cephalosporins,29.4117647,20.6692,1.3639999999999999,22.0332
LU,Luxembourg,2018,Staphylococcus aureus,Meticillin (MRSA),7.73480662,20.6692,1.3639999999999999,22.0332
LU,Luxembourg,2019,Escherichia coli,Third-generation cephalosporins,12.60162601,19.7326,1.3534,21.086000000000002
LU,Luxembourg,2019,Klebsiella pneumoniae,Third-generation cephalosporins,25.24271844,19.7326,1.3534,21.086000000000002
LU,Luxembourg,2019,Staphylococcus aureus,Meticillin (MRSA),6.22009569,19.7326,1.3534,21.086000000000002
LU,Luxembourg,2020,Escherichia coli,Third-generation cephalosporins,11.44859813,14.829799999999999,1.2514,16.0812
LU,Luxembourg,2020,Klebsiella pneumoniae,Third-generation cephalosporins,26.4367816,14.829799999999999,1.2514,16.0812
LU,Luxembourg,2020,Staphylococcus aureus,Meticillin (MRSA),3.07692307,14.829799999999999,1.2514,16.0812
LU,Luxembourg,2021,Escherichia coli,Third-generation cephalosporins,11.29943502,14.5991,1.2651,15.8642
LU,Luxembourg,2021,Klebsiella pneumoniae,Third-generation cephalosporins,25.74257425,14.5991,1.2651,15.8642
LU,Luxembourg,2021,Staphylococcus aureus,Meticillin (MRSA),5.52763819,14.5991,1.2651,15.8642
LU,Luxembourg,2022,Escherichia coli,Third-generation cephalosporins,10.44776119,17.6353,1.3856,19.0209
LU,Luxembourg,2022,Klebsiella pneumoniae,Third-generation cephalosporins,18.8034188,17.6353,1.3856,19.0209
LU,Luxembourg,2022,Staphylococcus aureus,Meticillin (MRSA),4.68085106,17.6353,1.3856,19.0209
MT,Malta,2013,Escherichia coli,Third-generation cephalosporins,8.67768595,20.352899999999998,1.4816999999999998,21.8346
MT,Malta,2013,Klebsiella pneumoniae,Third-generation cephalosporins,28.35820895,20.352899999999998,1.4816999999999998,21.8346
MT,Malta,2013,Staphylococcus aureus,Meticillin (MRSA),53.7735849,20.352899999999998,1.4816999999999998,21.8346
MT,Malta,2014,Escherichia coli,Third-generation cephalosporins,10.82089552,19.7902,1.8466999999999998,21.636899999999997
MT,Malta,2014,Klebsiella pneumoniae,Third-generation cephalosporins,28.28282828,19.7902,1.8466999999999998,21.636899999999997
MT,Malta,2014,Staphylococcus aureus,Meticillin (MRSA),43.58974358,19.7902,1.8466999999999998,21.636899999999997
MT,Malta,2015,Escherichia coli,Third-generation cephalosporins,11.76470588,18.4965,2.3912,20.887700000000002
MT,Malta,2015,Klebsiella pneumoniae,Third-generation cephalosporins,15.9090909,18.4965,2.3912,20.887700000000002
MT,Malta,2015,Staphylococcus aureus,Meticillin (MRSA),49.42528735,18.4965,2.3912,20.887700000000002
MT,Malta,2016,Escherichia coli,Third-generation cephalosporins,14.63414634,18.113500000000002,2.4286999999999996,20.5422
MT,Malta,2016,Klebsiella pneumoniae,Third-generation cephalosporins,21.56862745,18.113500000000002,2.4286999999999996,20.5422
MT,Malta,2016,Staphylococcus aureus,Meticillin (MRSA),37.11340206,18.113500000000002,2.4286999999999996,20.5422
MT,Malta,2017,Escherichia coli,Third-generation cephalosporins,15.60509554,19.4949,2.7074,22.2023
MT,Malta,2017,Klebsiella pneumoniae,Third-generation cephalosporins,35.04273504,19.4949,2.7074,22.2023
MT,Malta,2017,Staphylococcus aureus,Meticillin (MRSA),42.10526315,19.4949,2.7074,22.2023
MT,Malta,2018,Escherichia coli,Third-generation cephalosporins,15.36144578,17.6818,2.1752000000000002,19.857
MT,Malta,2018,Klebsiella pneumoniae,Third-generation cephalosporins,53.28467153,17.6818,2.1752000000000002,19.857
MT,Malta,2018,Staphylococcus aureus,Meticillin (MRSA),36.36363636,17.6818,2.1752000000000002,19.857
MT,Malta,2019,Escherichia coli,Third-generation cephalosporins,17.46987951,18.430699999999998,1.9274,20.358099999999997
MT,Malta,2019,Klebsiella pneumoniae,Third-generation cephalosporins,37.20930232,18.430699999999998,1.9274,20.358099999999997
MT,Malta,2019,Staphylococcus aureus,Meticillin (MRSA),24.0,18.430699999999998,1.9274,20.358099999999997
MT,Malta,2020,Escherichia coli,Third-generation cephalosporins,12.27436823,14.2015,2.1223,16.3238
MT,Malta,2020,Klebsiella pneumoniae,Third-generation cephalosporins,38.63636363,14.2015,2.1223,16.3238
MT,Malta,2020,Staphylococcus aureus,Meticillin (MRSA),19.56521739,14.2015,2.1223,16.3238
MT,Malta,2021,Escherichia coli,Third-generation cephalosporins,13.71237458,13.9113,1.6275,15.5388
MT,Malta,2021,Klebsiella pneumoniae,Third-generation cephalosporins,28.88888888,13.9113,1.6275,15.5388
MT,Malta,2021,Staphylococcus aureus,Meticillin (MRSA),20.38834951,13.9113,1.6275,15.5388
MT,Malta,2022,Escherichia coli,Third-generation cephalosporins,11.34969325,21.529099999999996,2.2089999999999996,23.738099999999996
MT,Malta,2022,Klebsiella pneumoniae,Third-generation cephalosporins,27.5,21.529099999999996,2.2089999999999996,23.738099999999996
MT,Malta,2022,Staphylococcus aureus,Meticillin (MRSA),18.96551724,21.529099999999996,2.2089999999999996,23.738099999999996
NL,Netherlands,2013,Escherichia coli,Third-generation cephalosporins,6.07651912,9.575999999999999,0.7978999999999998,10.373899999999999
NL,Netherlands,2013,Klebsiella pneumoniae,Third-generation cephalosporins,7.56859035,9.575999999999999,0.7978999999999998,10.373899999999999
NL,Netherlands,2013,Staphylococcus aureus,Meticillin (MRSA),1.50324564,9.575999999999999,0.7978999999999998,10.373899999999999
NL,Netherlands,2014,Escherichia coli,Third-generation cephalosporins,6.12015721,9.3868,0.8039000000000001,10.1907
NL,Netherlands,2014,Klebsiella pneumoniae,Third-generation cephalosporins,5.87711487,9.3868,0.8039000000000001,10.1907
NL,Netherlands,2014,Staphylococcus aureus,Meticillin (MRSA),0.93328724,9.3868,0.8039000000000001,10.1907
NL,Netherlands,2015,Escherichia coli,Third-generation cephalosporins,6.07859768,9.462499999999999,0.8209,10.283399999999999
NL,Netherlands,2015,Klebsiella pneumoniae,Third-generation cephalosporins,9.43238731,9.462499999999999,0.8209,10.283399999999999
NL,Netherlands,2015,Staphylococcus aureus,Meticillin (MRSA),1.55234657,9.462499999999999,0.8209,10.283399999999999
NL,Netherlands,2016,Escherichia coli,Third-generation cephalosporins,6.59310344,9.2269,0.8095,10.0364
NL,Netherlands,2016,Klebsiella pneumoniae,Third-generation cephalosporins,10.53030303,9.2269,0.8095,10.0364
NL,Netherlands,2016,Staphylococcus aureus,Meticillin (MRSA),1.18382111,9.2269,0.8095,10.0364
NL,Netherlands,2017,Escherichia coli,Third-generation cephalosporins,6.36569449,8.9223,0.7972999999999999,9.7196
NL,Netherlands,2017,Klebsiella pneumoniae,Third-generation cephalosporins,10.91045899,8.9223,0.7972999999999999,9.7196
NL,Netherlands,2017,Staphylococcus aureus,Meticillin (MRSA),1.57635467,8.9223,0.7972999999999999,9.7196
NL,Netherlands,2018,Escherichia coli,Third-generation cephalosporins,7.31559854,8.8802,0.7985,9.678700000000001
NL,Netherlands,2018,Klebsiella pneumoniae,Third-generation cephalosporins,10.72368421,8.8802,0.7985,9.678700000000001
NL,Netherlands,2018,Staphylococcus aureus,Meticillin (MRSA),1.20583286,8.8802,0.7985,9.678700000000001
NL,Netherlands,2019,Escherichia coli,Third-generation cephalosporins,7.52054794,8.6592,0.7665,9.4257
NL,Netherlands,2019,Klebsiella pneumoniae,Third-generation cephalosporins,9.62343096,8.6592,0.7665,9.4257
NL,Netherlands,2019,Staphylococcus aureus,Meticillin (MRSA),1.49022042,8.6592,0.7665,9.4257
NL,Netherlands,2020,Escherichia coli,Third-generation cephalosporins,6.64531625,7.755199999999999,0.7332,8.488399999999999
